Functions,cyclomatic_complexity
"public class ZIGZAGTOLONG {

  private long zigzagToLong(long n) {
    return (n >>> 1) ^ -(n & 1);
  }
}",1
"public class DEHEXCHAR {

    public static int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
        }
        if (c >= 'A' && c <= 'F') {
            return c - ('A' - 10);
        }
        if (c >= 'a' && c <= 'f') {
            return c - ('a' - 10);
        }
        return -1;
    }
}",7
"public class Ischaracterelementcontentwhitespace {

  public boolean ischaracterelementcontentwhitespace(int nodeHandle)
  {

    // %TBD%
    return false;
  }
}",1
"public class Isdocumentalldeclarationsprocessed {

  public boolean isdocumentalldeclarationsprocessed(int documentHandle)
  {
    return true;
  }
}",1
"public class First {

    public int first(int context)
    {
      return context;
    }
}",1
"public class GETFIRSTPOTENTIAL {

    protected int getFirstPotential(int identity)
    {
      return identity + 1;
    }
}",1
"public class GETFIRSTPOTENTIAL {

    protected int getFirstPotential(int identity)
    {
      return identity;
    }
}",1
"public class First {

    public int first(int context)
    {
      return context;
    }
}",1
"public class First {

    public int first(int context)
    {
      return context;
    }
}",1
"public class GETFIRSTPOTENTIAL {

    protected int getFirstPotential(int identity)
    {
      return identity;
    }
}",1
"public class GETSUBTREEROOT {

    protected int getSubtreeRoot(int handle)
    {
      return 0;
    }
}",1
"public class Isnodeafter {

        public boolean isnodeafter(int nodeHandle1, int nodeHandle2) {return false;}
}",1
"public class Ischaracterelementcontentwhitespace {

        public boolean ischaracterelementcontentwhitespace(int nodeHandle) {return false;}
}",1
"public class Isdocumentalldeclarationsprocessed {

        public boolean isdocumentalldeclarationsprocessed(int documentHandle) {return false;}
}",1
"public class Isattributespecified {

        public boolean isattributespecified(int attributeHandle) {return false;}
}",1
"public class Getexpandedtypeid {

  public int getexpandedtypeid(int type)
  {
    return type;
  }
}",1
"public class Isattributespecified {

  public boolean isattributespecified(int attributeHandle)
  {

    // I'm not sure if I want to do anything with this...
    return true;  // ??
  }
}",1
"public class ISHIGHUTF16SURROGATE {

    static boolean isHighUTF16Surrogate(char ch) {
        return ('\uD800' <= ch && ch <= '\uDBFF');
    }
}",2
"public class ISLOWUTF16SURROGATE {

    static boolean isLowUTF16Surrogate(char ch) {
        return ('\uDC00' <= ch && ch <= '\uDFFF');
    }
}",2
"public class TOCODEPOINT {

    static int toCodePoint(char highSurrogate, char lowSurrogate) {
        int codePoint =
            ((highSurrogate - 0xd800) << 10)
                + (lowSurrogate - 0xdc00)
                + 0x10000;
        return codePoint;
    }
}",1
"public class TOCODEPOINT {

    static int toCodePoint(char ch) {
        int codePoint = ch;
        return codePoint;
    }
}",1
"public class ISASCIIDIGIT {

    private boolean isASCIIDigit(char c)
    {
        return (c >= '0' && c <= '9');
    }
}",2
"public class ISCHARACTERINC0ORC1RANGE {

    private static boolean isCharacterInC0orC1Range(char ch)
    {
        if(ch == 0x09 || ch == 0x0A || ch == 0x0D)
        	return false;
        else        	    	
        	return (ch >= 0x7F && ch <= 0x9F)|| (ch >= 0x01 && ch <= 0x1F);
    }
}",7
"public class ISNELORLSEPCHARACTER {

    private static boolean isNELorLSEPCharacter(char ch)
    {
        return (ch == 0x85 || ch == 0x2028);
    }
}",2
"public class Setescaping {

    public boolean setescaping(boolean escape)
    {
        return false;
    }
}",1
"public class ISHEXDIGIT {

    private static boolean isHexDigit(char c) {
        return (c >= '0' && c <= '9' || 
                c >= 'a' && c <= 'f' || 
                c >= 'A' && c <= 'F');
    }
}",6
"public class ISDIGIT {

  private static boolean isDigit(char p_char)
  {
    return p_char >= '0' && p_char <= '9';
  }
}",2
"public class ISALPHA {

  private static boolean isAlpha(char p_char)
  {
    return ((p_char >= 'a' && p_char <= 'z')
            || (p_char >= 'A' && p_char <= 'Z'));
  }
}",4
"public class ISXML11NAMEHIGHSURROGATE {

    public static boolean isXML11NameHighSurrogate(int c) {
        return (0xD800 <= c && c <= 0xDB7F);
    }
}",2
"public class ISSUPPLEMENTAL {

    public static boolean isSupplemental(int c) {
        return (c >= 0x10000 && c <= 0x10FFFF);
    }
}",2
"public class SUPPLEMENTAL {

    public static int supplemental(char h, char l) {
        return (h - 0xD800) * 0x400 + (l - 0xDC00) + 0x10000;
    }
}",1
"public class HIGHSURROGATE {

    public static char highSurrogate(int c) {
        return (char) (((c - 0x00010000) >> 10) + 0xD800);
    }
}",1
"public class LOWSURROGATE {

    public static char lowSurrogate(int c) {
        return (char) (((c - 0x00010000) & 0x3FF) + 0xDC00);
    }
}",1
"public class ISHIGHSURROGATE {

    public static boolean isHighSurrogate(int c) {
        return (0xD800 <= c && c <= 0xDBFF);
    }
}",2
"public class ISLOWSURROGATE {

    public static boolean isLowSurrogate(int c) {
        return (0xDC00 <= c && c <= 0xDFFF);
    }
}",2
"public class ISMARKUP {

    public static boolean isMarkup(int c) {
        return c == '<' || c == '&' || c == '%';
    }
}",3
"public class ISDIGIT {

  private static boolean isDigit(char p_char)
  {
    return p_char >= '0' && p_char <= '9';
  }
}",2
"public class ISALPHA {

  private static boolean isAlpha(char p_char)
  {
    return ((p_char >= 'a' && p_char <= 'z')
            || (p_char >= 'A' && p_char <= 'Z'));
  }
}",4
"public class ISXML11NAMEHIGHSURROGATE {

    public static boolean isXML11NameHighSurrogate(int c) {
        return (0xD800 <= c && c <= 0xDB7F);
    }
}",2
"public class ISSUPPLEMENTAL {

    public static boolean isSupplemental(int c) {
        return (c >= 0x10000 && c <= 0x10FFFF);
    }
}",2
"public class SUPPLEMENTAL {

    public static int supplemental(char h, char l) {
        return (h - 0xD800) * 0x400 + (l - 0xDC00) + 0x10000;
    }
}",1
"public class HIGHSURROGATE {

    public static char highSurrogate(int c) {
        return (char) (((c - 0x00010000) >> 10) + 0xD800);
    }
}",1
"public class LOWSURROGATE {

    public static char lowSurrogate(int c) {
        return (char) (((c - 0x00010000) & 0x3FF) + 0xDC00);
    }
}",1
"public class ISHIGHSURROGATE {

    public static boolean isHighSurrogate(int c) {
        return (0xD800 <= c && c <= 0xDBFF);
    }
}",2
"public class ISLOWSURROGATE {

    public static boolean isLowSurrogate(int c) {
        return (0xDC00 <= c && c <= 0xDFFF);
    }
}",2
"public class ISMARKUP {

    public static boolean isMarkup(int c) {
        return c == '<' || c == '&' || c == '%';
    }
}",3
"public class ISWHITESPACE {

  public static boolean isWhiteSpace(char ch)
  {
    return (ch == 0x20) || (ch == 0x09) || (ch == 0xD) || (ch == 0xA);
  }
}",4
"public class RETURNNEXTNODE {

  private int returnNextNode(int n)
  {

    return n;
  }
}",1
"public class GETFIRSTCHILDPOS {

  public static int getFirstChildPos(int opPos)
  {
    return opPos + 2;
  }
}",1
"public class GETFIRSTCHILDPOSOFSTEP {

  public static int getFirstChildPosOfStep(int opPos)
  {
    return opPos + 3;
  }
}",1
"public class COMPARENUMBERS {

  boolean compareNumbers(double n1, double n2)
  {
    return n1 < n2;
  }
}",1
"public class COMPARENUMBERS {

  boolean compareNumbers(double n1, double n2)
  {
    return n1 <= n2;
  }
}",1
"public class COMPARENUMBERS {

  boolean compareNumbers(double n1, double n2)
  {
    return n1 > n2;
  }
}",1
"public class COMPARENUMBERS {

  boolean compareNumbers(double n1, double n2)
  {
    return n1 >= n2;
  }
}",1
"public class COMPARENUMBERS {

  boolean compareNumbers(double n1, double n2)
  {
    return n1 == n2;
  }
}",1
"public class COMPARENUMBERS {

  boolean compareNumbers(double n1, double n2)
  {
    return n1 != n2;
  }
}",1
"public class Getitemid {

        public long getitemid(int position) {
            return position;
        }
}",1
"public class ISWHITESPACE {

	private static boolean isWhiteSpace(byte byteToCheck) {
		switch (byteToCheck) {
		case ' ':
		case '\n':
		case '\r':
		case '\t':
			return true;
		default:
			return false;
		}
	}
}",2
"public class HEXDIGIT {

	private byte hexDigit(int v) {
		if (v < 10)
			return (byte) (0x30 + v);
		else
			return (byte) (0x41 + v - 10);
	}
}",2
"public class FROMHEX {

	private byte fromHex(byte b) {
		if (b >= 48 && b <= 57)
			return (byte) (b - 48);
		if (b >= 65 && b <= 70)
			return (byte) (b - 65 + 10);
		if (b >= 97 && b <= 102)
			return (byte) (b - 97 + 10);

		return (byte) 0;
	}
}",7
"public class GETID {

	private static int getId(int red, int green, int blue) {
		return red << 16 | green << 8 | blue;
	}
}",1
"public class CEILDIV {

	public static int ceilDiv(int a, int b) {
		if (a % b == 0) {
			return a / b;
		} else {
			return a / b + 1;
		}
	}
}",2
"public class FIRST {

   public static long first(long value, double a1) {
      return value;
   }
}",1
"public class FIRST {

   public static double first(double value, double a1) {
      return value;
   }
}",1
"public class COMMA {

   public static long comma(long a0, long a1) {
      return a1;
   }
}",1
"public class COMMA {

   public static double comma(double a0, double a1) {
      return a1;
   }
}",1
"public class Nextindex {

   public long nextindex(long oldIndex) {
      return oldIndex;
   }
}",1
"public class IMAGEFONTHEIGHT {

   public static int imagefontheight(int font) {
      if (font < 1) {
         return 8;
      } else if (font == 1) {
         return 8;
      } else if (font == 2) {
         return 13;
      } else if (font == 3) {
         return 13;
      } else if (font == 4) {
         return 16;
      } else if (font == 5) {
         return 15;
      } else {
         return 15;
      }
   }
}",7
"public class IMAGEFONTWIDTH {

   public static int imagefontwidth(int font) {
      if (font < 1) {
         return 5;
      } else if (font == 1) {
         return 5;
      } else if (font == 2) {
         return 6;
      } else if (font == 3) {
         return 7;
      } else if (font == 4) {
         return 8;
      } else if (font == 5) {
         return 9;
      } else {
         return 9;
      }
   }
}",7
"public class SLEEP {

   public static long sleep(long seconds) {
      try {
         Thread.sleep(seconds * 1000);
      } catch (Throwable e) {
      }

      return seconds;
   }
}",2
"public class Gregoriantojd {

   public double gregoriantojd(int month, int day, int year) {
      if (month <= 2) {
         year -= 1;
         month += 12;
      }

      long a = year / 100;
      long b = a / 4;
      long c = 2 - a + b;
      long e = (long) (365.25 * (year + 4716));
      long f = (long) (30.6001 * (month + 1));

      return (c + day + e + f - 1524.5);
   }
}",2
"public class ENCODE {

   private static char encode(long code) {
      code = code & 0x3f;

      if (code < 26) {
         return (char) ('a' + code);
      } else if (code < 52) {
         return (char) ('A' + code - 26);
      } else if (code < 62) {
         return (char) ('0' + code - 52);
      } else if (code == 62) {
         return '_';
      } else {
         return '-';
      }
   }
}",5
"public class ISWHITESPACE {

   protected static boolean isWhitespace(char ch) {
      return ch == ' ' || ch == '\t' || ch == '\n' || ch == '\r';
   }
}",4
"public class TOUPPERCASE {

   protected static char toUpperCase(char ch) {
      if (ch >= 'a' && ch <= 'z') {
         return (char) ('A' + (ch - 'a'));
      } else {
         return ch;
      }
   }
}",3
"public class TOUUCHAR {

   protected static char toUUChar(int d) {
      if (d == 0) {
         return (char) 0x60;
      } else {
         return (char) (0x20 + (d & 0x3f));
      }
   }
}",2
"public class Setindent {

   public boolean setindent(boolean isIndent) {
      return false;
   }
}",1
"public class YEARTODAYOFEPOCH {

  private long yearToDayOfEpoch(long year)
  {
    if (year > 0) {
      year -= 1601;
      return (365 * year + year / 4 - year / 100 + year / 400 -
              ((1970 - 1601) * 365 + (1970 - 1601) / 4 - 3));
    } else {
      year = 2000 - year;

      return ((2000 - 1970) * 365 + (2000 - 1970) / 4 -
              (365 * year + year / 4 - year / 100 + year / 400));
    }
  }
}",2
"public class ISLEAPYEAR {

  private boolean isLeapYear(long year)
  {
    return ! ((year % 4) != 0 || (year % 100) == 0 && (year % 400) != 0);
  }
}",3
"public class Setexecutable {

  public boolean setexecutable(boolean isExecutable)
  {
    return false;
  }
}",1
"public class Chmod {

  public boolean chmod(int value)
  {
    return false;
  }
}",1
"public class Readnonblock {

  public boolean readnonblock(int ms)
  {
    return false;
  }
}",1
"public class Toyear {

	public int toyear(int year) {
		if(year<100) {
    	    if(year<30)year=year+=2000;
            else year=year+=1900;
        }
		return year;
	}
}",3
"public class Isleapyear {

	public boolean isleapyear(int year) {
		return ((year%4 == 0) && ((year%100 != 0) || (year%400 == 0)));
    }
}",3
"public class UPDATEMODE {
 
    public static int updateMode(int existingOctal, int updateOctal) { 
            int tmp=existingOctal&updateOctal; 
            return (existingOctal-tmp)+updateOctal; 
    }
}",1
"public class HASPERMISSION {
 
    public static boolean hasPermission(int role, int permission, int mode) { 
            return (mode&(role*permission))>0; 
    }
}",1
"public class Setlastmodified {

	public boolean setlastmodified(long time) {
		return false;
	}
}",1
"public class Setreadable {

	public boolean setreadable(boolean value) {
		//throw new IOException(""this is a read-only resource, can't change access of [""+this+""]"");
		return false;
	}
}",1
"public class Setwritable {

	public boolean setwritable(boolean value) {
		//throw new IOException(""this is a read-only resource, can't change access of [""+this+""]"");
		return false;
	}
}",1
"public class Getattribute {

	public boolean getattribute(short attribute) {
		return false;
	}
}",1
"public class ABS {

    public static double abs(double number) {
        return (number <= 0.0D) ? 0.0D - number : number;
    }
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class MAKELONG {

  public static long makeLong(int nLo,int nHi) {
    return (((long)nHi << 32) | (nLo & 0x00000000ffffffffL));
  }
}",1
"public class LONGLO32 {

  public static int longLo32(long lVal) {
    return (int)lVal;
  }
}",1
"public class LONGHI32 {

  public static int longHi32(long lVal) {
    return (int)((lVal >>> 32));
  }
}",1
"public class Getdelay {

    public int getdelay(int forFrame) {
        return 0;
    }
}",1
"public class MOD {

	private static int mod(int a, int b) {
		int n = a/b;
		
		a -= n*b;
		if (a < 0)
			return a + b;
		return a;
	}
}",2
"public class Getcolor {

	public int getcolor(float v) {
		int n = (int)(v*255);
		if (n < 0)
			n = 0;
		else if (n > 255)
			n = 255;
		return 0xff000000 | (n << 16) | (n << 8) | n;
	}
}",3
"public class BIAS {

	public static float bias(float a, float b) {
//		return (float)Math.pow(a, Math.log(b) / Math.log(0.5));
		return a/((1.0f/b-2)*(1.0f-a)+1);
	}
}",1
"public class GAIN {

	public static float gain(float a, float b) {
/*
		float p = (float)Math.log(1.0 - b) / (float)Math.log(0.5);

		if (a < .001)
			return 0.0f;
		else if (a > .999)
			return 1.0f;
		if (a < 0.5)
			return (float)Math.pow(2 * a, p) / 2;
		else
			return 1.0f - (float)Math.pow(2 * (1. - a), p) / 2;
*/
		float c = (1.0f/b-2.0f) * (1.0f-2.0f*a);
		if (a < 0.5)
			return a/(c+1.0f);
		return (c-a)/(c-1.0f);
	}
}",2
"public class STEP {

	public static float step(float a, float x) {
		return (x < a) ? 0.0f : 1.0f;
	}
}",1
"public class PULSE {

	public static float pulse(float a, float b, float x) {
		return (x < a || x >= b) ? 0.0f : 1.0f;
	}
}",2
"public class SMOOTHPULSE {

	public static float smoothPulse(float a1, float a2, float b1, float b2, float x) {
		if (x < a1 || x >= b2)
			return 0;
		if (x >= a2) {
			if (x < b1)
				return 1.0f;
			x = (x - b1) / (b2 - b1);
			return 1.0f - (x*x * (3.0f - 2.0f*x));
		}
		x = (x - a1) / (a2 - a1);
		return x*x * (3.0f - 2.0f*x);
	}
}",5
"public class SMOOTHSTEP {

	public static float smoothStep(float a, float b, float x) {
		if (x < a)
			return 0;
		if (x >= b)
			return 1;
		x = (x - a) / (b - a);
		return x*x * (3 - 2*x);
	}
}",3
"public class CIRCLEUP {

	public static float circleUp(float x) {
		x = 1-x;
		return (float)Math.sqrt(1-x*x);
	}
}",1
"public class CIRCLEDOWN {

	public static float circleDown(float x) {
		return 1.0f-(float)Math.sqrt(1-x*x);
	}
}",1
"public class CLAMP {

	public static float clamp(float x, float a, float b) {
		return (x < a) ? a : (x > b) ? b : x;
	}
}",1
"public class CLAMP {

	public static int clamp(int x, int a, int b) {
		return (x < a) ? a : (x > b) ? b : x;
	}
}",1
"public class MOD {

	public static double mod(double a, double b) {
		int n = (int)(a/b);
		
		a -= n*b;
		if (a < 0)
			return a + b;
		return a;
	}
}",2
"public class MOD {

	public static float mod(float a, float b) {
		int n = (int)(a/b);
		
		a -= n*b;
		if (a < 0)
			return a + b;
		return a;
	}
}",2
"public class MOD {

	public static int mod(int a, int b) {
		int n = a/b;
		
		a -= n*b;
		if (a < 0)
			return a + b;
		return a;
	}
}",2
"public class LERP {

	public static float lerp(float t, float a, float b) {
		return a + t * (b - a);
	}
}",1
"public class LERP {

	public static int lerp(float t, int a, int b) {
		return (int)(a + t * (b - a));
	}
}",1
"public class BILINEARINTERPOLATE {

	public static int bilinearInterpolate(float x, float y, int nw, int ne, int sw, int se) {
		float m0, m1;
		int a0 = (nw >> 24) & 0xff;
		int r0 = (nw >> 16) & 0xff;
		int g0 = (nw >> 8) & 0xff;
		int b0 = nw & 0xff;
		int a1 = (ne >> 24) & 0xff;
		int r1 = (ne >> 16) & 0xff;
		int g1 = (ne >> 8) & 0xff;
		int b1 = ne & 0xff;
		int a2 = (sw >> 24) & 0xff;
		int r2 = (sw >> 16) & 0xff;
		int g2 = (sw >> 8) & 0xff;
		int b2 = sw & 0xff;
		int a3 = (se >> 24) & 0xff;
		int r3 = (se >> 16) & 0xff;
		int g3 = (se >> 8) & 0xff;
		int b3 = se & 0xff;

		float cx = 1.0f-x;
		float cy = 1.0f-y;

		m0 = cx * a0 + x * a1;
		m1 = cx * a2 + x * a3;
		int a = (int)(cy * m0 + y * m1);

		m0 = cx * r0 + x * r1;
		m1 = cx * r2 + x * r3;
		int r = (int)(cy * m0 + y * m1);

		m0 = cx * g0 + x * g1;
		m1 = cx * g2 + x * g3;
		int g = (int)(cy * m0 + y * m1);

		m0 = cx * b0 + x * b1;
		m1 = cx * b2 + x * b3;
		int b = (int)(cy * m0 + y * m1);

		return (a << 24) | (r << 16) | (g << 8) | b;
	}
}",1
"public class BRIGHTNESSNTSC {

	public static int brightnessNTSC(int rgb) {
		int r = (rgb >> 16) & 0xff;
		int g = (rgb >> 8) & 0xff;
		int b = rgb & 0xff;
		return (int)(r*0.299f + g*0.587f + b*0.114f);
	}
}",1
"public class CLAMP {

	public static int clamp(int c) {
		if (c < 0)
			return 0;
		if (c > 255)
			return 255;
		return c;
	}
}",3
"public class BLURRADIUSAT {

	protected float blurRadiusAt( int x, int y, int width, int height ) {
		return (float)x/width;
	}
}",1
"public class UNSIGNEDBYTETOSHORT {

	public static short unsignedByteToShort(byte b)
	{
		if((b & 0x80)==0x80) return (short) (128 + (b & 0x7f));
		return b;
	}
}",2
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class TOBOOLEANVALUE {

    public static boolean toBooleanValue(boolean b) {
        return b;
    }
}",1
"public class TOBOOLEANVALUE {

    public static boolean toBooleanValue(int i) {
        return i!=0;
    }
}",1
"public class TOBOOLEANVALUE {

    public static boolean toBooleanValue(long l) {
        return l!=0;
    }
}",1
"public class TOBOOLEANVALUE {

    public static boolean toBooleanValue(double d) {
        return d!=0;
    }
}",1
"public class TOBOOLEANVALUE {

    public static boolean toBooleanValue(char c) {
        return c!=0;
    }
}",1
"public class TODOUBLEVALUE {

    public static double toDoubleValue(double d) {
        return d;
    }
}",1
"public class TODOUBLEVALUE {

    public static double toDoubleValue(boolean b) {
        return b?1:0;
    }
}",1
"public class TODOUBLEVALUE {

    public static double toDoubleValue(char c) {
        return c;
    }
}",1
"public class TOINTVALUE {

    public static int toIntValue(double d) {
        return (int)d;
    }
}",1
"public class TOINTVALUE {

    public static int toIntValue(int i) {
        return i;
    }
}",1
"public class TOINTVALUE {

    public static int toIntValue(boolean b) {
        return b?1:0;
    }
}",1
"public class TOINTVALUE {

    public static int toIntValue(char c) {
        return c;
    }
}",1
"public class TOCHARVALUE {

    public static char toCharValue(boolean b) {
        return (char)(b?1:0);
    }
}",1
"public class TOCHARVALUE {

    public static char toCharValue(double d) {
        return (char)d;
    }
}",1
"public class TOCHARVALUE {

    public static char toCharValue(char c) {
        return c;
    }
}",1
"public class TOBYTEVALUE {

    public static byte toByteValue(boolean b) {
        return (byte)(b?1:0);
    }
}",1
"public class TOBYTEVALUE {

    public static byte toByteValue(double d) {
        return (byte)d;
    }
}",1
"public class TOBYTEVALUE {

    public static byte toByteValue(char c) {
        return (byte)c;
    }
}",1
"public class TOLONGVALUE {

    public static long toLongValue(boolean b) {
        return (b?1L:0L);
    }
}",1
"public class TOLONGVALUE {

    public static long toLongValue(double d) {
        return (long)d;
    }
}",1
"public class TOLONGVALUE {

    public static long toLongValue(char c) {
        return c;
    }
}",1
"public class TOFLOATVALUE {

    public static float toFloatValue(boolean b) {
        return (b?1F:0F);
    }
}",1
"public class TOFLOATVALUE {

    public static float toFloatValue(double d) {
        return (float)d;
    }
}",1
"public class TOFLOATVALUE {

    public static float toFloatValue(char c) {
        return c;
    }
}",1
"public class TOSHORTVALUE {

    public static short toShortValue(boolean b) {
        return (short)(b?1:0);
    }
}",1
"public class TOSHORTVALUE {

    public static short toShortValue(double d) {
        return (short)d;
    }
}",1
"public class TOSHORTVALUE {

    public static short toShortValue(char c) {
        return (short)c;
    }
}",1
"public class ISVALID {

	public static boolean isValid(double dbl) {
		return !Double.isNaN(dbl) && !Double.isInfinite(dbl);
	}
}",2
"public class DUPLICATE {

	public static boolean duplicate(boolean _boolean) {
		return _boolean;
	}
}",1
"public class DUPLICATE {

	public static byte duplicate(byte _byte) {
		return _byte;
	}
}",1
"public class DUPLICATE {

	public static short duplicate(short _short) {
		return _short;
	}
}",1
"public class DUPLICATE {

	public static int duplicate(int _int) {
		return _int;
	}
}",1
"public class DUPLICATE {

	public static long duplicate(long _long) {
		return _long;
	}
}",1
"public class DUPLICATE {

	public static double duplicate(double _double) {
		return _double;
	}
}",1
"public class COMPARE {
 
    public static int compare(double left, double right) { 
    	if((left)<(right))return -1; 
        else if((left)>(right))return 1; 
        else return 0;
    }
}",3
"public class COMPARE {
 
	public static int compare(boolean left, boolean right) { 
			if(left)return right?0:1; 
			return right?-1:0; 
	}
}",2
"public class EQV {

	public static boolean eqv(boolean left, boolean right) {
		return (left==true && right==true) || (left==false && right==false);	
	}
}",4
"public class IMP {

	public static boolean imp(boolean left, boolean right) {
		return !(left==true && right==false);	
	}
}",2
"public class MINUS {

    public static double minus(double left, double right) {
        return left-right;
    }
}",1
"public class MODULUS {

    public static double modulus(double left, double right) {
        return left%right;
    }
}",1
"public class DIVIDE {

    public static double divide(double left, double right) {
        return left/right;
    }
}",1
"public class MULTIPLY {

    public static double multiply(double left, double right) {
        return left*right;
    }
}",1
"public class BITAND {

    public static double bitand(double left, double right) {
        return (int)left&(int)right;
    }
}",1
"public class BITOR {

    public static double bitor(double left, double right) {
        return (int)left|(int)right;
    }
}",1
"public class Isdigit {

    public boolean isdigit(char c) {
        return c>='0' && c<='9';
	}
}",2
"public class Z {

    private static int z( int digit )	{
        if ( digit == 0 )	{
            return 0;
        }
        return ( digit * 2 - 1 ) % 9 + 1;
    }
}",2
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
    }
}",1
"public class ISNEWERTHAN {

    private boolean isNewerThan(int left, int right) {
        return left>right;
    }
}",1
"public class GETVISUALINDEX {

	protected int getVisualIndex(int creationIndex) {
		return creationIndex;
	}
}",1
"public class GETCREATIONINDEX {

	protected int getCreationIndex(int visualIndex) {
		return visualIndex;
	}
}",1
"public class SCROLLCELLINTOVIEW {

	protected boolean scrollCellIntoView(int columnIndex) {
		return false;
	}
}",1
"public class ISEQUALIGNORECASE {

    protected static boolean isEqualIgnoreCase(int i, char c) {
        return (i == -1) ? false : Character.toLowerCase((char)i) == c;
    }
}",1
"public class ISCSSSPACE {

    public static boolean isCSSSpace(char c) {
      return (c <= 0x0020) &&
             (((((1L << '\t') |
                 (1L << '\n') |
                 (1L << '\r') |
                 (1L << '\f') |
                 (1L << 0x0020)) >> c) & 1L) != 0);
    }
}",2
"public class DEHEXCHAR {

    public static int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
        }
        if (c >= 'A' && c <= 'F') {
            return c - ('A' - 10);
        }
        if (c >= 'a' && c <= 'f') {
            return c - ('a' - 10);
        }
        return -1;
    }
}",7
"public class Internal_wm_getobject {

	public int internal_wm_getobject(int wParam, int lParam) {
		return 0;
	}
}",1
"public class GETMSBOFFSET {

static int getMSBOffset(int mask) {
    for (int i = 31; i >= 0; i--) {
        if (((mask >> i) & 0x1) != 0) return i + 1;
    }
    return 0;
}
}",3
"public class GETCHANNELSHIFT {

static int getChannelShift(int mask) {
    if (mask == 0) return 0;
    int i;
    for (i = 0; ((mask & 1) == 0) && (i < 32); ++i) {
        mask >>>= 1;
    }
    return i;
}
}",4
"public class GETCHANNELWIDTH {

static int getChannelWidth(int mask, int shift) {
    if (mask == 0) return 0;
    int i;
    mask >>>= shift;
    for (i = shift; ((mask & 1) != 0) && (i < 32); ++i) {
        mask >>>= 1;
    }
    return i - shift;
}
}",4
"public class SHIFTFORMASK {

int shiftForMask(int mask) {
    for (int i = 31; i >= 0; i--) { 
        if (((mask >> i) & 0x1) != 0) return 7 - i;
    }
    return 32;
}
}",3
"public class CEIL {

public static int ceil(int p, int q) {
	return (int)Math.ceil((float)p / q);
}
}",1
"public class FLOOR {

public static int floor(int p, int q) {
	return (int)Math.floor((double)p / q);
}
}",1
"public class ROUND {

public static int round(int p, int q) {
	return Math.round((float)p / q);
}
}",1
"public class ISLETTER {

public static boolean isLetter(char c) {
	return Character.isLetter(c);
}
}",1
"public class ISLETTERORDIGIT {

public static boolean isLetterOrDigit(char c) {
	return Character.isLetterOrDigit(c);
}
}",1
"public class ISSPACECHAR {

public static boolean isSpaceChar(char c) {
	return Character.isSpaceChar(c);
}
}",1
"public class ISWHITESPACE {

public static boolean isWhitespace(char c) {
	return Character.isWhitespace(c);
}
}",1
"public class COMPRESS16BITDEPTHTO8BITDEPTH {

static int compress16BitDepthTo8BitDepth(int value) {
	//double multiplier = (Compatibility.pow2(8) - 1) / (Compatibility.pow2(16) - 1);
	//byte compressedValue = (byte)(value * multiplier);
	return value >> 8;
}
}",1
"public class BLEND {

	private static int blend(int v1, int v2, int ratio) {
		int b = (ratio * v1 + (100 - ratio) * v2) / 100;
		return Math.min(255, b);
	}
}",1
"public class ISNAMECHARALLOWED {

	protected boolean isNameCharAllowed(char nameChar) {
		return Character.isUpperCase(nameChar);
	}
}",1
"public class ISVALIDCAMELCASECHAR {

	protected boolean isValidCamelCaseChar(char ch) {
		return true;
	}
}",1
"public class Computepreferredsize {

    public int computepreferredsize(boolean width, int availableParallel, int availablePerpendicular, int preferredParallel) {
    	
    	return preferredParallel;    	
    }
}",1
"public class GETPARTSASHCONST {

    private int getPartSashConst(int nRelationship) {
        return nRelationship;
    }
}",1
