Function,cyclomatic_complexity
"public class Getcolor {

    public int getcolor(float v) {
		int n = (int)(v*255);
		if (n < 0)
			n = 0;
		else if (n > 255)
			n = 255;
		return 0xff000000 | (n << 16) | (n << 8) | n;
}",3
"public class Bias {

    public float bias(float a, float b) {
//		return (float)Math.pow(a, Math.log(b) / Math.log(0.5));
		return a/((1.0f/b-2)*(1.0f-a)+1);
}",1
"public class Gain {

    public float gain(float a, float b) {
/*
		float p = (float)Math.log(1.0 - b) / (float)Math.log(0.5);

		if (a < .001)
			return 0.0f;
		else if (a > .999)
			return 1.0f;
		if (a < 0.5)
			return (float)Math.pow(2 * a, p) / 2;
		else
			return 1.0f - (float)Math.pow(2 * (1. - a), p) / 2;
*/
		float c = (1.0f/b-2.0f) * (1.0f-2.0f*a);
		if (a < 0.5)
			return a/(c+1.0f);
		return (c-a)/(c-1.0f);
}",2
"public class Step {

    public float step(float a, float x) {
		return (x < a) ? 0.0f : 1.0f;
}",1
"public class Pulse {

    public float pulse(float a, float b, float x) {
		return (x < a || x >= b) ? 0.0f : 1.0f;
}",2
"public class Smoothpulse {

    public float smoothpulse(float a1, float a2, float b1, float b2, float x) {
		if (x < a1 || x >= b2)
			return 0;
		if (x >= a2) {
			if (x < b1)
				return 1.0f;
			x = (x - b1) / (b2 - b1);
			return 1.0f - (x*x * (3.0f - 2.0f*x));
}",5
"public class Smoothstep {

    public float smoothstep(float a, float b, float x) {
		if (x < a)
			return 0;
		if (x >= b)
			return 1;
		x = (x - a) / (b - a);
		return x*x * (3 - 2*x);
}",3
"public class Circleup {

    public float circleup(float x) {
		x = 1-x;
		return (float)Math.sqrt(1-x*x);
}",1
"public class Circledown {

    public float circledown(float x) {
		return 1.0f-(float)Math.sqrt(1-x*x);
}",1
"public class Clamp {

    public float clamp(float x, float a, float b) {
		return (x < a) ? a : (x > b) ? b : x;
}",1
"public class Clamp {

    public int clamp(int x, int a, int b) {
		return (x < a) ? a : (x > b) ? b : x;
}",1
"public class Mod {

    public double mod(double a, double b) {
		int n = (int)(a/b);
		
		a -= n*b;
		if (a < 0)
			return a + b;
		return a;
}",2
"public class Mod {

    public float mod(float a, float b) {
		int n = (int)(a/b);
		
		a -= n*b;
		if (a < 0)
			return a + b;
		return a;
}",2
"public class Mod {

    public int mod(int a, int b) {
		int n = a/b;
		
		a -= n*b;
		if (a < 0)
			return a + b;
		return a;
}",2
"public class Lerp {

    public float lerp(float t, float a, float b) {
		return a + t * (b - a);
}",1
"public class Lerp {

    public int lerp(float t, int a, int b) {
		return (int)(a + t * (b - a));
}",1
"public class Bilinearinterpolate {

    public int bilinearinterpolate(float x, float y, int nw, int ne, int sw, int se) {
		float m0, m1;
		int a0 = (nw >> 24) & 0xff;
		int r0 = (nw >> 16) & 0xff;
		int g0 = (nw >> 8) & 0xff;
		int b0 = nw & 0xff;
		int a1 = (ne >> 24) & 0xff;
		int r1 = (ne >> 16) & 0xff;
		int g1 = (ne >> 8) & 0xff;
		int b1 = ne & 0xff;
		int a2 = (sw >> 24) & 0xff;
		int r2 = (sw >> 16) & 0xff;
		int g2 = (sw >> 8) & 0xff;
		int b2 = sw & 0xff;
		int a3 = (se >> 24) & 0xff;
		int r3 = (se >> 16) & 0xff;
		int g3 = (se >> 8) & 0xff;
		int b3 = se & 0xff;

		float cx = 1.0f-x;
		float cy = 1.0f-y;

		m0 = cx * a0 + x * a1;
		m1 = cx * a2 + x * a3;
		int a = (int)(cy * m0 + y * m1);

		m0 = cx * r0 + x * r1;
		m1 = cx * r2 + x * r3;
		int r = (int)(cy * m0 + y * m1);

		m0 = cx * g0 + x * g1;
		m1 = cx * g2 + x * g3;
		int g = (int)(cy * m0 + y * m1);

		m0 = cx * b0 + x * b1;
		m1 = cx * b2 + x * b3;
		int b = (int)(cy * m0 + y * m1);

		return (a << 24) | (r << 16) | (g << 8) | b;
}",1
"public class Brightnessntsc {

    public int brightnessntsc(int rgb) {
		int r = (rgb >> 16) & 0xff;
		int g = (rgb >> 8) & 0xff;
		int b = rgb & 0xff;
		return (int)(r*0.299f + g*0.587f + b*0.114f);
}",1
"public class Clamp {

    public int clamp(int c) {
		if (c < 0)
			return 0;
		if (c > 255)
			return 255;
		return c;
}",3
"public class Blurradiusat {

    public float blurradiusat( int x, int y, int width, int height ) {
		return (float)x/width;
}",1
"public class Unsignedbytetoshort {

    public short unsignedbytetoshort(byte b) {
		if((b & 0x80)==0x80) return (short) (128 + (b & 0x7f));
		return b;
}",2
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Tobooleanvalue {

    public boolean tobooleanvalue(boolean b) {
        return b;
}",1
"public class Tobooleanvalue {

    public boolean tobooleanvalue(int i) {
        return i!=0;
}",1
"public class Tobooleanvalue {

    public boolean tobooleanvalue(long l) {
        return l!=0;
}",1
"public class Tobooleanvalue {

    public boolean tobooleanvalue(double d) {
        return d!=0;
}",1
"public class Tobooleanvalue {

    public boolean tobooleanvalue(char c) {
        return c!=0;
}",1
"public class Todoublevalue {

    public double todoublevalue(double d) {
        return d;
}",1
"public class Todoublevalue {

    public double todoublevalue(boolean b) {
        return b?1:0;
}",1
"public class Todoublevalue {

    public double todoublevalue(char c) {
        return c;
}",1
"public class Tointvalue {

    public int tointvalue(double d) {
        return (int)d;
}",1
"public class Tointvalue {

    public int tointvalue(int i) {
        return i;
}",1
"public class Tointvalue {

    public int tointvalue(boolean b) {
        return b?1:0;
}",1
"public class Tointvalue {

    public int tointvalue(char c) {
        return c;
}",1
"public class Tocharvalue {

    public char tocharvalue(boolean b) {
        return (char)(b?1:0);
}",1
"public class Tocharvalue {

    public char tocharvalue(double d) {
        return (char)d;
}",1
"public class Tocharvalue {

    public char tocharvalue(char c) {
        return c;
}",1
"public class Tobytevalue {

    public byte tobytevalue(boolean b) {
        return (byte)(b?1:0);
}",1
"public class Tobytevalue {

    public byte tobytevalue(double d) {
        return (byte)d;
}",1
"public class Tobytevalue {

    public byte tobytevalue(char c) {
        return (byte)c;
}",1
"public class Tolongvalue {

    public long tolongvalue(boolean b) {
        return (b?1L:0L);
}",1
"public class Tolongvalue {

    public long tolongvalue(double d) {
        return (long)d;
}",1
"public class Tolongvalue {

    public long tolongvalue(char c) {
        return c;
}",1
"public class Tofloatvalue {

    public float tofloatvalue(boolean b) {
        return (b?1F:0F);
}",1
"public class Tofloatvalue {

    public float tofloatvalue(double d) {
        return (float)d;
}",1
"public class Tofloatvalue {

    public float tofloatvalue(char c) {
        return c;
}",1
"public class Toshortvalue {

    public short toshortvalue(boolean b) {
        return (short)(b?1:0);
}",1
"public class Toshortvalue {

    public short toshortvalue(double d) {
        return (short)d;
}",1
"public class Toshortvalue {

    public short toshortvalue(char c) {
        return (short)c;
}",1
"public class Isvalid {

    public boolean isvalid(double dbl) {
		return !Double.isNaN(dbl) && !Double.isInfinite(dbl);
}",2
"public class Duplicate {

    public boolean duplicate(boolean _boolean) {
		return _boolean;
}",1
"public class Duplicate {

    public byte duplicate(byte _byte) {
		return _byte;
}",1
"public class Duplicate {

    public short duplicate(short _short) {
		return _short;
}",1
"public class Duplicate {

    public int duplicate(int _int) {
		return _int;
}",1
"public class Duplicate {

    public long duplicate(long _long) {
		return _long;
}",1
"public class Duplicate {

    public double duplicate(double _double) {
		return _double;
}",1
"public class Compare {

    public int compare(double left, double right) { 
    	if((left)<(right))return -1; 
        else if((left)>(right))return 1; 
        else return 0;
}",3
"public class Compare {

    public int compare(boolean left, boolean right) { 
			if(left)return right?0:1; 
			return right?-1:0;
}",2
"public class Eqv {

    public boolean eqv(boolean left, boolean right) {
		return (left==true && right==true) || (left==false && right==false);
}",4
"public class Imp {

    public boolean imp(boolean left, boolean right) {
		return !(left==true && right==false);
}",2
"public class Minus {

    public double minus(double left, double right) {
        return left-right;
}",1
"public class Modulus {

    public double modulus(double left, double right) {
        return left%right;
}",1
"public class Divide {

    public double divide(double left, double right) {
        return left/right;
}",1
"public class Multiply {

    public double multiply(double left, double right) {
        return left*right;
}",1
"public class Bitand {

    public double bitand(double left, double right) {
        return (int)left&(int)right;
}",1
"public class Bitor {

    public double bitor(double left, double right) {
        return (int)left|(int)right;
}",1
"public class Isdigit {

    public boolean isdigit(char c) {
        return c>='0' && c<='9';
}",2
"public class Z {

    public int z( int digit ) {
        if ( digit == 0 )	{
            return 0;
}",2
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Casttodoublevalue {

    public double casttodoublevalue(double defaultValue) {
        return defaultValue;
}",1
"public class Isnewerthan {

    public boolean isnewerthan(int left, int right) {
        return left>right;
}",1
"public class Getvisualindex {

    public int getvisualindex(int creationIndex) {
		return creationIndex;
}",1
"public class Getcreationindex {

    public int getcreationindex(int visualIndex) {
		return visualIndex;
}",1
"public class Scrollcellintoview {

    public boolean scrollcellintoview(int columnIndex) {
		return false;
}",1
"public class Isequalignorecase {

    public boolean isequalignorecase(int i, char c) {
        return (i == -1) ? false : Character.toLowerCase((char)i) == c;
}",1
"public class Iscssspace {

    public boolean iscssspace(char c) {
      return (c <= 0x0020) &&
             (((((1L << '\t') |
                 (1L << '\n') |
                 (1L << '\r') |
                 (1L << '\f') |
                 (1L << 0x0020)) >> c) & 1L) != 0);
}",2
"public class Dehexchar {

    public int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
}",7
"public class Internal_wm_getobject {

    public int internal_wm_getobject(int wParam, int lParam) {
		return 0;
}",1
"public class Getmsboffset {

    public int getMSBOffset(int mask) {
    for (int i = 31; i >= 0; i--) {
        if (((mask >> i) & 0x1) != 0) return i + 1;
}",3
"public class Getchannelshift {

    public int getChannelShift(int mask) {
    if (mask == 0) return 0;
    int i;
    for (i = 0; ((mask & 1) == 0) && (i < 32); ++i) {
        mask >>>= 1;
}",4
"public class Getchannelwidth {

    public int getChannelWidth(int mask, int shift) {
    if (mask == 0) return 0;
    int i;
    mask >>>= shift;
    for (i = shift; ((mask & 1) != 0) && (i < 32); ++i) {
        mask >>>= 1;
}",4
"public class Shiftformask {

    public int shiftForMask(int mask) {
    for (int i = 31; i >= 0; i--) { 
        if (((mask >> i) & 0x1) != 0) return 7 - i;
}",3
"public class Ceil {

    public int ceil(int p, int q) {
	return (int)Math.ceil((float)p / q);
}",1
"public class Floor {

    public int floor(int p, int q) {
	return (int)Math.floor((double)p / q);
}",1
"public class Round {

    public int round(int p, int q) {
	return Math.round((float)p / q);
}",1
"public class Isletter {

    public boolean isletter(char c) {
	return Character.isLetter(c);
}",1
"public class Isletterordigit {

    public boolean isletterordigit(char c) {
	return Character.isLetterOrDigit(c);
}",1
"public class Isspacechar {

    public boolean isspacechar(char c) {
	return Character.isSpaceChar(c);
}",1
"public class Iswhitespace {

    public boolean iswhitespace(char c) {
	return Character.isWhitespace(c);
}",1
"public class Compress16bitdepthto8bitdepth {

    public int compress16BitDepthTo8BitDepth(int value) {
	//double multiplier = (Compatibility.pow2(8) - 1) / (Compatibility.pow2(16) - 1);
	//byte compressedValue = (byte)(value * multiplier);
	return value >> 8;
}",1
"public class Blend {

    public int blend(int v1, int v2, int ratio) {
		int b = (ratio * v1 + (100 - ratio) * v2) / 100;
		return Math.min(255, b);
}",1
"public class Isnamecharallowed {

    public boolean isnamecharallowed(char nameChar) {
		return Character.isUpperCase(nameChar);
}",1
"public class Isvalidcamelcasechar {

    public boolean isvalidcamelcasechar(char ch) {
		return true;
}",1
"public class Computepreferredsize {

    public int computepreferredsize(boolean width, int availableParallel, int availablePerpendicular, int preferredParallel) {
    	
    	return preferredParallel;
}",1
"public class Getpartsashconst {

    public int getpartsashconst(int nRelationship) {
        return nRelationship;
}",1
"public class Decodedigit {

    public int decodeDigit(byte data) {
		char charData = (char) data;
		if (charData <= 'Z' && charData >= 'A') {
			return charData - 'A';
}",8
"public class Voltage_to_intensity_srgb {

    public double voltage_to_intensity_srgb(double val) {
        /* Handle invalid values before doing a gamma transform. */
        if (val < 0.0) {
			return 0.0;
}",4
"public class Getreuseeditormatchflags {

    public int getreuseeditormatchflags(int originalMatchFlags) {
		return originalMatchFlags;
}",1
"public class Supportsnotification {

    public boolean supportsnotification(int type) {
		return false;
}",1
"public class Blend {

    public int blend(int temp1, int temp2) {
		return (Math.abs(temp1 - temp2) / 2) + Math.min(temp1, temp2);
}",1
"public class Getitemid {

    public long getitemid(int position) {
		return position;
}",1
"public class Getitemid {

    public long getitemid(int position) {
		return position;
}",1
"public class Boxintersect {

    private boolean boxintersect(float left1, float right1, float top1, float bottom1, 
            float left2, float right2, float top2, float bottom2) {
        final boolean horizontalIntersection = left1 < right2 && left2 < right1;
        final boolean verticalIntersection = top1 > bottom2 && top2 > bottom1;
        final boolean intersecting = horizontalIntersection && verticalIntersection;
        return intersecting;
}",4
"public class Dehexchar {

    public int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
}",7
"public class Getitemid {

    public long getitemid(int position) {
		return position;
}",1
"public class Getitemid {

    public long getitemid(int position) {
    		return position;
}",1
"public class Getmaxpandelta {

    public float getmaxpandelta(float zoom) {
        return Math.max(0f, .5f * ((zoom - 1) / zoom));
}",1
"public class Getheadersize {

    public int getheadersize(int version) {
        switch (version) {
            case 16: // compatibility mode
                return 3; // size, width, height
            case 1:
                return 12; // bpp, size, width, height, 4*(length, offset)
}",2
"public class Getmask {

    public int getmask(int length) {
        int res = 0;
        for (int i = 0 ; i < length ; i++) {
            res = (res << 1) + 1;
}",2
"public class Float12toint {

    public long float12toint(int f12) {
        return (f12 & 0x1FF) << ((f12 >>> 9) * 4);
}",1
"public class Issupplemental {

    public boolean issupplemental(int c) {
        return (c >= 0x10000 && c <= 0x10FFFF);
}",2
"public class Supplemental {

    public int supplemental(char h, char l) {
        return (h - 0xD800) * 0x400 + (l - 0xDC00) + 0x10000;
}",1
"public class Highsurrogate {

    public char highsurrogate(int c) {
        return (char) (((c - 0x00010000) >> 10) + 0xD800);
}",1
"public class Lowsurrogate {

    public char lowsurrogate(int c) {
        return (char) (((c - 0x00010000) & 0x3FF) + 0xDC00);
}",1
"public class Ishighsurrogate {

    public boolean ishighsurrogate(int c) {
        return (0xD800 <= c && c <= 0xDBFF);
}",2
"public class Islowsurrogate {

    public boolean islowsurrogate(int c) {
        return (0xDC00 <= c && c <= 0xDFFF);
}",2
"public class Ismarkup {

    public boolean ismarkup(int c) {
        return c == '<' || c == '&' || c == '%';
}",3
"public class Parseboolean {

    public boolean parseboolean(char value) {
		boolean flag = true;
		boolean boolValue = false;
		
		while(flag)
		{
			//parses 'Y' into 'true'
			if(value == 'Y' || value == 'y')
			{
				boolValue = true;
				flag = false;
}",6
"public class Pythagd {

    public double pythagd(double x, double y, double z) {
		return Math.sqrt(x * x + y * y + z * z);
}",1
"public class Calcsteps {

    public int calcsteps(final double start, final double stop, final double step) {
		if (step > 0) {
			return (int) Math.ceil((stop - start) / step);
}",2
"public class Leint {

    public int leint(int... b) {
		int a = 0;
		for (int i = b.length - 1; i >= 0; i--) {
			a <<= 8;
			a |= (b[i] & 0xff);
}",2
"public class Leint {

    public int leint(int b1, int b2) {
		return ((b2 & 0xff) << 8) | (b1 & 0xff);
}",1
"public class Leintse {

    public int leintse(int b1, int b2) {
		return (b2 << 8) | (b1 & 0xff);
}",1
"public class Leint {

    public int leint(int b1, int b2, int b3, int b4) {
		return ((b4 & 0xff) << 24)| ((b3 & 0xff) << 16) | ((b2 & 0xff) << 8) | (b1 & 0xff);
}",1
"public class Beint {

    public int beint(int... b) {
		int a = 0;
		for (int i = 0; i < b.length; i++) {
			a <<= 8;
			a |= (b[i] & 0xff);
}",2
"public class Beint {

    public int beint(int b1, int b2) {
		return ((b1 & 0xff) << 8) | (b2 & 0xff);
}",1
"public class Beintse {

    public int beintse(int b1, int b2) {
		return (b1 << 8) | (b2 & 0xff);
}",1
"public class Beint {

    public int beint(int b1, int b2, int b3, int b4) {
		return ((b1 & 0xff) << 24)| ((b2 & 0xff) << 16) | ((b3 & 0xff) << 8) | (b4 & 0xff);
}",1
"public class Hex2bin {

    public int hex2bin(char c) {
      if (c >= '0' && c <= '9')
      {
         return (c - '0');
}",7
"public class Ceil {

    public int ceil(int a, int b) {
      int m = 0;
      if (a % b > 0)
      {
         m = 1;
}",2
"public class Topercent {

    public double topercent(long value, long total) {
        return (total > 0) ? 100.0 * value / total : 0.0;
}",1
"public class Onballoontap {

    public boolean onballoontap(int index) {
		return false;
}",1
"public class Charval {

    public int charval(char c) {
		return ((c >= '0') && (c <= '9')) ? (c - '0')
				: (((c >= 'A') && (c <= 'Z')) ? (c - 'A' + 10) : (c - 'a' + 10));
}",3
"public class Sleep {

    public boolean sleep(long millis) {
        try {
            Thread.sleep(millis);
            return true;
}",2
"public class Clamp {

    public int clamp(int c) {
		if (c < 0)
			return 0;
		if (c > 255)
			return 255;
		return c;
}",3
"public class Hashindex {

    public int hashindex(int hashCode, int dataSize) {
        return hashCode & (dataSize - 1);
}",1
"public class Calculatethreshold {

    public int calculatethreshold(int newCapacity, float factor) {
        return (int) (newCapacity * factor);
}",1
"public class Getnumberofpegs {

    public int getnumberofpegs(long position) {
        return Long.bitCount(position);
}",1
"public class Testbit {

    public boolean testbit(long number, int index) {
        return (number & 1L << index) != 0L;
}",1
"public class Rotateby180 {

    public long rotateby180(long position) {
        return Long.reverse(position) >>> 15;
}",1
"public class Rotateby90 {

    public long rotateby90(long position) {
        long rotatedPosition;
        rotatedPosition = ((position & (1L << 2)) << 18) | ((position & (1L << 3)) << 24) | ((position & (1L << 4)) << 30)
                | ((position & (1L << 9)) << 10) | ((position & (1L << 10)) << 16) | ((position & (1L << 11)) << 22)
                | ((position & (1L << 14)) >> 10) | ((position & (1L << 15)) >> 4) | ((position & (1L << 16)) << 2)
                | ((position & (1L << 17)) << 8) | ((position & (1L << 18)) << 14) | ((position & (1L << 19)) << 20)
                | ((position & (1L << 20)) << 26)
                | ((position & (1L << 21)) >> 18) | ((position & (1L << 22)) >> 12) | ((position & (1L << 23)) >> 6)
                | ((position & (1L << 24)))
                | ((position & (1L << 25)) << 6) | ((position & (1L << 26)) << 12) | ((position & (1L << 27)) << 18)
                | ((position & (1L << 28)) >> 26) | ((position & (1L << 29)) >> 20) | ((position & (1L << 30)) >> 14)
                | ((position & (1L << 31)) >> 8) | ((position & (1L << 32)) >> 2) | ((position & (1L << 33)) << 4)
                | ((position & (1L << 34)) << 10)
                | ((position & (1L << 37)) >> 22) | ((position & (1L << 38)) >> 16) | ((position & (1L << 39)) >> 10)
                | ((position & (1L << 44)) >> 30) | ((position & (1L << 45)) >> 24) | ((position & (1L << 46)) >> 18);
        return rotatedPosition;
}",1
"public class Mirrorvertically {

    public long mirrorvertically(long position) {
        long verticallyMirroredPosition;
        verticallyMirroredPosition = ((position & (1L << 2)) << 42) | ((position & (1L << 3)) << 42) | ((position & (1L << 4)) << 42);
        verticallyMirroredPosition |= ((position & (1L << 9)) << 28) | ((position & (1L << 10)) << 28) | ((position & (1L << 11)) << 28);
        verticallyMirroredPosition |= ((position & (1L << 14)) << 14) | ((position & (1L << 15)) << 14) | ((position & (1L << 16)) << 14)
                | ((position & (1L << 17)) << 14) | ((position & (1L << 18)) << 14) | ((position & (1L << 19)) << 14)
                | ((position & (1L << 20)) << 14);
        verticallyMirroredPosition |= ((position & (1L << 21))) | ((position & (1L << 22))) | ((position & (1L << 23)))
                | ((position & (1L << 24)))
                | ((position & (1L << 25))) | ((position & (1L << 26))) | ((position & (1L << 27)));
        verticallyMirroredPosition |= ((position & (1L << 28)) >> 14) | ((position & (1L << 29)) >> 14) | ((position & (1L << 30)) >> 14)
                | ((position & (1L << 31)) >> 14) | ((position & (1L << 32)) >> 14) | ((position & (1L << 33)) >> 14)
                | ((position & (1L << 34)) >> 14);
        verticallyMirroredPosition |= ((position & (1L << 37)) >> 28) | ((position & (1L << 38)) >> 28) | ((position & (1L << 39)) >> 28);
        verticallyMirroredPosition |= ((position & (1L << 44)) >> 42) | ((position & (1L << 45)) >> 42) | ((position & (1L << 46)) >> 42);
        return verticallyMirroredPosition;
}",1
"public class Rotatewordleft {

    private int rotatewordleft(
        int x,
        int y)
    {
        x &= 0xffff;
        return (x << y) | (x >> (16 - y));
}",1
"public class Rotateleft {

    public int rotateleft(int x, int y) {
        return ((x << (y & (32-1))) | (x >>> (32 - (y & (32-1)))));
}",1
"public class Rotateright {

    public int rotateright(int x, int y) {
        return ((x >>> (y & (32-1))) | (x << (32 - (y & (32-1)))));
}",1
"public class Rotateleft {

    public int rotateleft(int x, int y) {
        return (x << y) | (x >>> -y);
}",1
"public class Rotateright {

    public int rotateright(int x, int y) {
        return (x >>> y) | (x << -y);
}",1
"public class Rotl {

    public int rotl(int x, int y) {
        return (x << y) | (x >>> -y);
}",1
"public class Pow {

    public int pow(int a, int b, int modulus) {
        int p = 1;
        for (int i = 0; i < b; i++)
        {
            p = (p * a) % modulus;
}",2
"public class Pow {

    public long pow(long a, int b, long modulus) {
        long p = 1;
        for (int i = 0; i < b; i++)
        {
            p = (p * a) % modulus;
}",2
"public class Lngamma {

    public double lngamma(double alpha) {
		// Pike MC & Hill ID (1966) Algorithm 291: Logarithm of the gamma
		// function.
		// Communications of the Association for Computing Machinery, 9:684

		double x = alpha, f = 0.0, z;

		if (x < 7) {
			f = 1;
			z = x - 1;
			while (++z < 7) {
				f *= z;
}",3
"public class Incompletegamma {

    private static double incompletegamma(double x, double alpha,
			double ln_gamma_alpha) {
		// (1) series expansion if (alpha>x || x<=1)
		// (2) continued fraction otherwise
		// RATNEST FORTRAN by
		// Bhattacharjee GP (1970) The incomplete gamma integral. Applied
		// Statistics,
		// 19: 285-287 (AS32)

		double accurate = 1e-8, overflow = 1e30;
		double factor, gin, rn, a, b, an, dif, term;
		double pn0, pn1, pn2, pn3, pn4, pn5;

		if (x == 0.0) {
			return 0.0;
}",12
"public class Hypot {

    public double hypot(double a, double b) {
		double r;
		if (Math.abs(a) > Math.abs(b)) {
			r = b / a;
			r = Math.abs(a) * Math.sqrt(1 + r * r);
}",3
"public class Pdf {

    public double pdf(double x, double m, double sd) {
		double a = 1.0 / (Math.sqrt(2.0 * Math.PI) * sd);
		double b = -(x - m) * (x - m) / (2.0 * sd * sd);

		return a * Math.exp(b);
}",1
"public class Logpdf {

    public double logpdf(double x, double m, double sd) {
		double a = 1.0 / (Math.sqrt(2.0 * Math.PI) * sd);
		double b = -(x - m) * (x - m) / (2.0 * sd * sd);

		return Math.log(a) + b;
}",1
"public class Mean {

    public double mean(double m, double sd) {
		return m;
}",1
"public class Variance {

    public double variance(double m, double sd) {
		return sd * sd;
}",1
"public class Largestpowerof2smallerthan {

    public int largestpowerof2smallerthan(int n) {
		int m = 2;
		int m2;
		while (true) {
			m2 = 2 * m;
			if (m2 >= n)
				return m;
			m = m2;
}",3
"public class Resolveintdescriptor {

    public int resolveintdescriptor(int getter, int setter) {
		return (getter >= setter ? getter : setter);
}",1
"public class Add {

    public int add(int x, int y) {
		return x + y;
}",1
"public class Hashcode {

    public int hashcode(boolean bool) {
		return bool ? 1231 : 1237;
}",1
"public class Hashcode {

    public int hashcode(double dbl) {
		long bits = Double.doubleToLongBits(dbl);
		return hashCode(bits);
}",1
"public class Hashcode {

    public int hashcode(float flt) {
		return Float.floatToIntBits(flt);
}",1
"public class Hashcode {

    public int hashcode(long lng) {
		return (int) (lng ^ (lng >>> 32));
}",1
"public class Isalpha {

    public boolean isalpha(int c) {
			return c >= 'a' && c <= 'z' || c >= 'A' && c <= 'Z';
}",4
"public class Isdigit {

    public boolean isdigit(int c) {
			return c >= '0' && c <= '9';
}",2
"public class Isgenericdelimiter {

    public boolean isgenericdelimiter(int c) {
			return ':' == c || '/' == c || '?' == c || '#' == c || '[' == c || ']' == c || '@' == c;
}",7
"public class Issubdelimiter {

    public boolean issubdelimiter(int c) {
			return '!' == c || '$' == c || '&' == c || '\'' == c || '(' == c || ')' == c || '*' == c || '+' == c ||
					',' == c || ';' == c || '=' == c;
}",11
"public class Checknotmodified {

    public boolean checknotmodified(long lastModifiedTimestamp) {
		return false;
}",1
"public class Isspace {

    public boolean isspace(final char c) {
		switch (c) {
			case ' ':
				return true;
			case '\n':
				return true;
			case '\t':
				return true;
			case '\f':
				return true;
			case '\r':
				return true;
			default:
				return false;
}",2
"public class Round {

    public double round(double x, int precision) {
    double power = Math.pow(10.0, precision);
    return Math.round(x * power) / power;
}",1
"public class Max {

    public int max(int a, int b, int c) {
    int ma;
    ma = a;
    if (b > ma) {
      ma = b;
}",3
"public class Lgamma {

    public double lgamma(double x) {
    double[] cof = {76.18009172947146, -86.50532032941677,
      24.01409824083091,-1.231739572450155,
      0.1208650973866179e-2,-0.5395239384953e-5
}",2
"public class Min {

    public int min(int a, int b, int c) {
    int mi;

    mi = a;
    if (b < mi) {
      mi = b;
}",3
"public class Max {

    public float max(float a, float b) {
    return (a >= b) ? a : b;
}",1
"public class Max {

    public double max(double a, double b) {
    return (a >= b) ? a : b;
}",1
"public class Min {

    public float min(float a, float b) {
    return (a <= b) ? a : b;
}",1
"public class Min {

    public double min(double a, double b) {
    return (a <= b) ? a : b;
}",1
"public class Isdangerous {

    public boolean isdangerous(double d) {
    return Double.isInfinite(d) || Double.isNaN(d) || d == 0.0;
}",3
"public class Isverydangerous {

    public boolean isverydangerous(double d) {
    return Double.isInfinite(d) || Double.isNaN(d);
}",2
"public class Nchoosek {

    public int nchoosek(int n, int k) {
    k = Math.min(k, n - k);
    if (k == 0) {
      return 1;
}",3
"public class Pow {

    public double pow(final double a, final double b) {
    final int x = (int) (Double.doubleToLongBits(a) >> 32);
    final int y = (int) (b * (x - 1072632447) + 1072632447);
    return Double.longBitsToDouble(((long) y) << 32);
}",1
"public class Intpow {

    public int intpow(int b, int e) {
    int result = 1;
    int currPow = b;
    while (e > 0) {
      if ((e & 1) != 0) { result *= currPow;
}",3
"public class Intpow {

    public float intpow(float b, int e) {
    float result = 1.0f;
    float currPow = b;
    while (e > 0) {
      if ((e & 1) != 0) { result *= currPow;
}",3
"public class Intpow {

    public double intpow(double b, int e) {
    double result = 1.0;
    double currPow = b;
     while (e > 0) {
      if ((e & 1) != 0) { result *= currPow;
}",3
"public class Hypergeometric {

    public double hypergeometric(int k, int n, int r, int m) {
    if (k < 0 || r > n || m > n || n <= 0 || m < 0 || r < 0) {
      throw new IllegalArgumentException(""Invalid hypergeometric"");
}",26
