Functions,cyclomatic_complexity
"public class ROTATEBY90 {
/**
     * shift each peg to the rotated position
     *
     * @param position as long
     * @return position rotated by 90 degree
     */
    private static long rotateBy90(long position) {
        long rotatedPosition;
        rotatedPosition = ((position & (1L << 2)) << 18) | ((position & (1L << 3)) << 24) | ((position & (1L << 4)) << 30)
                | ((position & (1L << 9)) << 10) | ((position & (1L << 10)) << 16) | ((position & (1L << 11)) << 22)
                | ((position & (1L << 14)) >> 10) | ((position & (1L << 15)) >> 4) | ((position & (1L << 16)) << 2)
                | ((position & (1L << 17)) << 8) | ((position & (1L << 18)) << 14) | ((position & (1L << 19)) << 20)
                | ((position & (1L << 20)) << 26)
                | ((position & (1L << 21)) >> 18) | ((position & (1L << 22)) >> 12) | ((position & (1L << 23)) >> 6)
                | ((position & (1L << 24)))
                | ((position & (1L << 25)) << 6) | ((position & (1L << 26)) << 12) | ((position & (1L << 27)) << 18)
                | ((position & (1L << 28)) >> 26) | ((position & (1L << 29)) >> 20) | ((position & (1L << 30)) >> 14)
                | ((position & (1L << 31)) >> 8) | ((position & (1L << 32)) >> 2) | ((position & (1L << 33)) << 4)
                | ((position & (1L << 34)) << 10)
                | ((position & (1L << 37)) >> 22) | ((position & (1L << 38)) >> 16) | ((position & (1L << 39)) >> 10)
                | ((position & (1L << 44)) >> 30) | ((position & (1L << 45)) >> 24) | ((position & (1L << 46)) >> 18);
        return rotatedPosition;
    }
}",1
"public class MIRRORVERTICALLY {
/**
     * mirror each row separately
     *
     * @param position as long
     * @return position mirrored vertically
     */
    private static long mirrorVertically(long position) {
        long verticallyMirroredPosition;
        verticallyMirroredPosition = ((position & (1L << 2)) << 42) | ((position & (1L << 3)) << 42) | ((position & (1L << 4)) << 42);
        verticallyMirroredPosition |= ((position & (1L << 9)) << 28) | ((position & (1L << 10)) << 28) | ((position & (1L << 11)) << 28);
        verticallyMirroredPosition |= ((position & (1L << 14)) << 14) | ((position & (1L << 15)) << 14) | ((position & (1L << 16)) << 14)
                | ((position & (1L << 17)) << 14) | ((position & (1L << 18)) << 14) | ((position & (1L << 19)) << 14)
                | ((position & (1L << 20)) << 14);
        verticallyMirroredPosition |= ((position & (1L << 21))) | ((position & (1L << 22))) | ((position & (1L << 23)))
                | ((position & (1L << 24)))
                | ((position & (1L << 25))) | ((position & (1L << 26))) | ((position & (1L << 27)));
        verticallyMirroredPosition |= ((position & (1L << 28)) >> 14) | ((position & (1L << 29)) >> 14) | ((position & (1L << 30)) >> 14)
                | ((position & (1L << 31)) >> 14) | ((position & (1L << 32)) >> 14) | ((position & (1L << 33)) >> 14)
                | ((position & (1L << 34)) >> 14);
        verticallyMirroredPosition |= ((position & (1L << 37)) >> 28) | ((position & (1L << 38)) >> 28) | ((position & (1L << 39)) >> 28);
        verticallyMirroredPosition |= ((position & (1L << 44)) >> 42) | ((position & (1L << 45)) >> 42) | ((position & (1L << 46)) >> 42);
        return verticallyMirroredPosition;
    }
}",1
"public class ROTATEWORDLEFT {
/**
     * return the result rotating the 16 bit number in x left by y
     */
    private int rotateWordLeft(
        int x,
        int y)
    {
        x &= 0xffff;
        return (x << y) | (x >> (16 - y));
    }
}",1
"public class ROTATELEFT {
/**
     * Perform a left ""spin"" of the word. The rotation of the given
     * word <em>x</em> is rotated left by <em>y</em> bits.
     * Only the <em>lg(32)</em> low-order bits of <em>y</em>
     * are used to determine the rotation amount. Here it is 
     * assumed that the wordsize used is a power of 2.
     * <p>
     * @param  x  word to rotate
     * @param  y    number of bits to rotate % 32
     */
    private int rotateLeft(int x, int y)
    {
        return ((x << (y & (32-1))) | (x >>> (32 - (y & (32-1)))));
    }
}",1
"public class ROTATERIGHT {
/**
     * Perform a right ""spin"" of the word. The rotation of the given
     * word <em>x</em> is rotated left by <em>y</em> bits.
     * Only the <em>lg(32)</em> low-order bits of <em>y</em>
     * are used to determine the rotation amount. Here it is 
     * assumed that the wordsize used is a power of 2.
     * <p>
     * @param  x  word to rotate
     * @param  y    number of bits to rotate % 32
     */
    private int rotateRight(int x, int y)
    {
        return ((x >>> (y & (32-1))) | (x << (32 - (y & (32-1)))));
    }
}",1
"public class ROTATELEFT {
/**
     * Perform a left ""spin"" of the word. The rotation of the given
     * word <em>x</em> is rotated left by <em>y</em> bits.
     * Only the <em>lg(wordSize)</em> low-order bits of <em>y</em>
     * are used to determine the rotation amount. Here it is 
     * assumed that the wordsize used is 32.
     * <p>
     * @param  x  word to rotate
     * @param  y    number of bits to rotate % wordSize
     */
    private int rotateLeft(int x, int y)
    {
        return (x << y) | (x >>> -y);
    }
}",1
"public class ROTATERIGHT {
/**
     * Perform a right ""spin"" of the word. The rotation of the given
     * word <em>x</em> is rotated left by <em>y</em> bits.
     * Only the <em>lg(wordSize)</em> low-order bits of <em>y</em>
     * are used to determine the rotation amount. Here it is 
     * assumed that the wordsize used is a power of 2.
     * <p>
     * @param  x  word to rotate
     * @param  y    number of bits to rotate % wordSize
     */
    private int rotateRight(int x, int y)
    {
        return (x >>> y) | (x << -y);
    }
}",1
"public class ROTL {
/**
     * Rotate left
     *
     * @param   x   value to rotate
     * @param   y   amount to rotate x
     *
     * @return  rotated x
     */
    private static int rotl(int x, int y)
    {
        return (x << y) | (x >>> -y);
    }
}",1
"public class POW {
/**
     * Calculates a^b mod modulus
     */
    public static int pow(int a, int b, int modulus)
    {
        int p = 1;
        for (int i = 0; i < b; i++)
        {
            p = (p * a) % modulus;
        }
        return p;
    }
}",2
"public class POW {
/**
     * Calculates a^b mod modulus
     */
    public static long pow(long a, int b, long modulus)
    {
        long p = 1;
        for (int i = 0; i < b; i++)
        {
            p = (p * a) % modulus;
        }
        return p;
    }
}",2
"public class LNGAMMA {
/**
	 * log Gamma function: ln(gamma(alpha)) for alpha>0, accurate to 10 decimal
	 * places
	 * 
	 * @param alpha
	 *            argument
	 * @return the log of the gamma function of the given alpha
	 */
	public static double lngamma(double alpha) {
		// Pike MC & Hill ID (1966) Algorithm 291: Logarithm of the gamma
		// function.
		// Communications of the Association for Computing Machinery, 9:684

		double x = alpha, f = 0.0, z;

		if (x < 7) {
			f = 1;
			z = x - 1;
			while (++z < 7) {
				f *= z;
			}
			x = z;
			f = -Math.log(f);
		}
		z = 1 / (x * x);

		return f
				+ (x - 0.5)
				* Math.log(x)
				- x
				+ 0.918938533204673
				+ (((-0.000595238095238 * z + 0.000793650793651) * z - 0.002777777777778)
						* z + 0.083333333333333) / x;
	}
}",3
"public class INCOMPLETEGAMMA {
/**
	 * Returns the incomplete gamma ratio I(x,alpha) where x is the upper limit
	 * of the integration and alpha is the shape parameter.
	 * 
	 * @param x
	 *            upper limit of integration
	 * @param alpha
	 *            shape parameter
	 * @param ln_gamma_alpha
	 *            the log gamma function for alpha
	 * @return the incomplete gamma ratio
	 */
	private static double incompleteGamma(double x, double alpha,
			double ln_gamma_alpha) {
		// (1) series expansion if (alpha>x || x<=1)
		// (2) continued fraction otherwise
		// RATNEST FORTRAN by
		// Bhattacharjee GP (1970) The incomplete gamma integral. Applied
		// Statistics,
		// 19: 285-287 (AS32)

		double accurate = 1e-8, overflow = 1e30;
		double factor, gin, rn, a, b, an, dif, term;
		double pn0, pn1, pn2, pn3, pn4, pn5;

		if (x == 0.0) {
			return 0.0;
		}
		if (x < 0.0 || alpha <= 0.0) {
			throw new IllegalArgumentException(""Arguments out of bounds"");
		}

		factor = Math.exp(alpha * Math.log(x) - x - ln_gamma_alpha);

		if (x > 1 && x >= alpha) {
			// continued fraction
			a = 1 - alpha;
			b = a + x + 1;
			term = 0;
			pn0 = 1;
			pn1 = x;
			pn2 = x + 1;
			pn3 = x * b;
			gin = pn2 / pn3;

			do {
				a++;
				b += 2;
				term++;
				an = a * term;
				pn4 = b * pn2 - an * pn0;
				pn5 = b * pn3 - an * pn1;

				if (pn5 != 0) {
					rn = pn4 / pn5;
					dif = Math.abs(gin - rn);
					if (dif <= accurate) {
						if (dif <= accurate * rn) {
							break;
						}
					}

					gin = rn;
				}
				pn0 = pn2;
				pn1 = pn3;
				pn2 = pn4;
				pn3 = pn5;
				if (Math.abs(pn4) >= overflow) {
					pn0 /= overflow;
					pn1 /= overflow;
					pn2 /= overflow;
					pn3 /= overflow;
				}
			} while (true);
			gin = 1 - factor * gin;
		} else {
			// series expansion
			gin = 1;
			term = 1;
			rn = alpha;
			do {
				rn++;
				term *= x / rn;
				gin += term;
			} while (term > accurate);
			gin *= factor / alpha;
		}
		return gin;
	}
}",12
"public class HYPOT {
/**
	 * Returns sqrt(a^2 + b^2) without under/overflow.
	 */
	public static double hypot(double a, double b) {
		double r;
		if (Math.abs(a) > Math.abs(b)) {
			r = b / a;
			r = Math.abs(a) * Math.sqrt(1 + r * r);
		} else if (b != 0) {
			r = a / b;
			r = Math.abs(b) * Math.sqrt(1 + r * r);
		} else {
			r = 0.0;
		}
		return r;
	}
}",3
"public class PDF {
/**
	 * probability density function
	 * 
	 * @param x
	 *            argument
	 * @param m
	 *            mean
	 * @param sd
	 *            standard deviation
	 * @return pdf at x
	 */
	public static double pdf(double x, double m, double sd) {
		double a = 1.0 / (Math.sqrt(2.0 * Math.PI) * sd);
		double b = -(x - m) * (x - m) / (2.0 * sd * sd);

		return a * Math.exp(b);
	}
}",1
"public class LOGPDF {
/**
	 * the natural log of the probability density function of the distribution
	 * 
	 * @param x
	 *            argument
	 * @param m
	 *            mean
	 * @param sd
	 *            standard deviation
	 * @return log pdf at x
	 */
	public static double logpdf(double x, double m, double sd) {
		double a = 1.0 / (Math.sqrt(2.0 * Math.PI) * sd);
		double b = -(x - m) * (x - m) / (2.0 * sd * sd);

		return Math.log(a) + b;
	}
}",1
"public class MEAN {
/**
	 * mean
	 * 
	 * @param m
	 *            mean
	 * @param sd
	 *            standard deviation
	 * @return mean
	 */
	public static double mean(double m, double sd) {
		return m;
	}
}",1
"public class VARIANCE {
/**
	 * variance
	 * 
	 * @param m
	 *            mean
	 * @param sd
	 *            standard deviation
	 * @return variance
	 */
	public static double variance(double m, double sd) {
		return sd * sd;
	}
}",1
"public class LARGESTPOWEROF2SMALLERTHAN {
/**
	 * @param n
	 *            int
	 * @return int
	 */
	private int largestPowerOf2SmallerThan(int n) {
		int m = 2;
		int m2;
		while (true) {
			m2 = 2 * m;
			if (m2 >= n)
				return m;
			m = m2;
		}
	}
}",3
"public class RESOLVEINTDESCRIPTOR {
/**
	 * Determines which of two <code>int</code> values should be used as the value
	 * for an attribute descriptor. In general, only the getter or the setter will
	 * be have a non-negative value so we use that value. In the event that both values
	 * are non-negative, we use the greater of the two. This method can be used to
	 * resolve any <code>int</code> valued descriptor where there are two possible values.
	 * @param getter the int value associated with the getter for this attribute
	 * @param setter the int associated with the setter for this attribute
	 */
	private int resolveIntDescriptor(int getter, int setter) {
		return (getter >= setter ? getter : setter);
	}
}",1
"public class ADD {
/**
	 * @@org.springframework.jmx.export.metadata.ManagedOperation(description=""Add Two
	 *                                                                              Numbers
	 *                                                                              Together"")
	 * @@org.springframework.jmx.export.metadata.ManagedOperationParameter(index=0, name=""x"", description=""Left operand"")
	 * @@org.springframework.jmx.export.metadata.ManagedOperationParameter(index=1, name=""y"", description=""Right operand"")
	 */
	public int add(int x, int y) {
		return x + y;
	}
}",1
"public class HASHCODE {
/**
	 * Return the same value as <code>{@link Boolean#hashCode()}</code>.
	 * @see Boolean#hashCode()
	 */
	public static int hashcode(boolean bool) {
		return bool ? 1231 : 1237;
	}
}",1
"public class HASHCODE {
/**
	 * Return the same value as <code>{@link Double#hashCode()}</code>.
	 * @see Double#hashCode()
	 */
	public static int hashcode(double dbl) {
		long bits = Double.doubleToLongBits(dbl);
		return hashCode(bits);
	}
}",1
"public class HASHCODE {
/**
	 * Return the same value as <code>{@link Float#hashCode()}</code>.
	 * @see Float#hashCode()
	 */
	public static int hashcode(float flt) {
		return Float.floatToIntBits(flt);
	}
}",1
"public class HASHCODE {
/**
	 * Return the same value as <code>{@link Long#hashCode()}</code>.
	 * @see Long#hashCode()
	 */
	public static int hashcode(long lng) {
		return (int) (lng ^ (lng >>> 32));
	}
}",1
"public class ISALPHA {
/**
		 * Indicates whether the given character is in the {@code ALPHA} set.
		 *
		 * @see <a href=""http://www.ietf.org/rfc/rfc3986.txt"">RFC 3986, appendix A</a>
		 */
		protected boolean isAlpha(int c) {
			return c >= 'a' && c <= 'z' || c >= 'A' && c <= 'Z';
		}
}",4
"public class ISDIGIT {
/**
		 * Indicates whether the given character is in the {@code DIGIT} set.
		 *
		 * @see <a href=""http://www.ietf.org/rfc/rfc3986.txt"">RFC 3986, appendix A</a>
		 */
		protected boolean isDigit(int c) {
			return c >= '0' && c <= '9';
		}
}",2
"public class ISGENERICDELIMITER {
/**
		 * Indicates whether the given character is in the {@code gen-delims} set.
		 *
		 * @see <a href=""http://www.ietf.org/rfc/rfc3986.txt"">RFC 3986, appendix A</a>
		 */
		protected boolean isGenericDelimiter(int c) {
			return ':' == c || '/' == c || '?' == c || '#' == c || '[' == c || ']' == c || '@' == c;
		}
}",7
"public class ISSUBDELIMITER {
/**
		 * Indicates whether the given character is in the {@code sub-delims} set.
		 *
		 * @see <a href=""http://www.ietf.org/rfc/rfc3986.txt"">RFC 3986, appendix A</a>
		 */
		protected boolean isSubDelimiter(int c) {
			return '!' == c || '$' == c || '&' == c || '\'' == c || '(' == c || ')' == c || '*' == c || '+' == c ||
					',' == c || ';' == c || '=' == c;
		}
}",11
"public class CHECKNOTMODIFIED {
/**
	 * Last-modified handling not supported for portlet requests:
	 * As a consequence, this method always returns <code>false</code>.
	 */
	public boolean checknotmodified(long lastModifiedTimestamp) {
		return false;
	}
}",1
"public class ISSPACE {
/**
	 * Indicates whether the given character is whitespace
	 *
	 * @param c the character to check
	 * @return see above
	 */
	public static boolean isspace(final char c) {
		switch (c) {
			case ' ':
				return true;
			case '\n':
				return true;
			case '\t':
				return true;
			case '\f':
				return true;
			case '\r':
				return true;
			default:
				return false;
		}
	}
}",2
"public class ROUND {
/**
   * E.g. round(3.1416, 2) == 3.14, round(431.5, -2) == 400
   */
  public static double round(double x, int precision) {
    double power = Math.pow(10.0, precision);
    return Math.round(x * power) / power;
  }
}",1
"public class MAX {
/**
   * Returns the minimum of three int values.
   *
   * @return The minimum of three int values.
   */
  public static int max(int a, int b, int c) {
    int ma;
    ma = a;
    if (b > ma) {
      ma = b;
    }
    if (c > ma) {
      ma = c;
    }
    return ma;
  }
}",3
"public class LGAMMA {
/**
  * @return an approximation of the log of the Gamma function * of x.  Laczos Approximation
  * Reference: Numerical Recipes in C
  * http://www.library.cornell.edu/nr/cbookcpdf.html
  * from www.cs.berkeley.edu/~milch/blog/versions/blog-0.1.3/blog/distrib
  */ 
  public static double lgamma(double x) {
    double[] cof = {76.18009172947146, -86.50532032941677,
      24.01409824083091,-1.231739572450155,
      0.1208650973866179e-2,-0.5395239384953e-5};
    double y, z, ser, tmp;
    y = x;
    tmp = x + 5.5;
    tmp -= ((x + 0.5) * Math.log(tmp));
    ser = 1.000000000190015;
    for (int j = 0; j < 6; j += 1) {
      y += 1;
      ser += (cof[j] / y);
    }
    return (-tmp + Math.log(2.5066282746310005*ser / x));
  }
}",2
"public class MIN {
/**
   * Returns the minimum of three int values.
   */
  public static int min(int a, int b, int c) {
    int mi;

    mi = a;
    if (b < mi) {
      mi = b;
    }
    if (c < mi) {
      mi = c;
    }
    return mi;

  }
}",3
"public class MAX {
/**
   * Returns the greater of two <code>float</code> values.  That is,
   * the result is the argument closer to positive infinity. If the
   * arguments have the same value, the result is that same
   * value.  Does none of the special checks for NaN or -0.0f that
   * <code>Math.max</code> does.
   *
   * @param a an argument.
   * @param b another argument.
   * @return the larger of <code>a</code> and <code>b</code>.
   */
  public static float max(float a, float b) {
    return (a >= b) ? a : b;
  }
}",1
"public class MAX {
/**
   * Returns the greater of two <code>double</code> values.  That
   * is, the result is the argument closer to positive infinity. If
   * the arguments have the same value, the result is that same
   * value.  Does none of the special checks for NaN or -0.0f that
   * <code>Math.max</code> does.
   *
   * @param a an argument.
   * @param b another argument.
   * @return the larger of <code>a</code> and <code>b</code>.
   */
  public static double max(double a, double b) {
    return (a >= b) ? a : b;
  }
}",1
"public class MIN {
/**
   * Returns the smaller of two <code>float</code> values.  That is,
   * the result is the value closer to negative infinity. If the
   * arguments have the same value, the result is that same
   * value.  Does none of the special checks for NaN or -0.0f that
   * <code>Math.max</code> does.
   *
   * @param a an argument.
   * @param b another argument.
   * @return the smaller of <code>a</code> and <code>b.</code>
   */
  public static float min(float a, float b) {
    return (a <= b) ? a : b;
  }
}",1
"public class MIN {
/**
   * Returns the smaller of two <code>double</code> values.  That
   * is, the result is the value closer to negative infinity. If the
   * arguments have the same value, the result is that same
   * value.  Does none of the special checks for NaN or -0.0f that
   * <code>Math.max</code> does.
   *
   * @param a an argument.
   * @param b another argument.
   * @return the smaller of <code>a</code> and <code>b</code>.
   */
  public static double min(double a, double b) {
    return (a <= b) ? a : b;
  }
}",1
"public class ISDANGEROUS {
/**
   * Returns true if the argument is a ""dangerous"" double to have
   * around, namely one that is infinite, NaN or zero.
   */
  public static boolean isdangerous(double d) {
    return Double.isInfinite(d) || Double.isNaN(d) || d == 0.0;
  }
}",3
"public class ISVERYDANGEROUS {
/**
   * Returns true if the argument is a ""very dangerous"" double to have
   * around, namely one that is infinite or NaN.
   */
  public static boolean isverydangerous(double d) {
    return Double.isInfinite(d) || Double.isNaN(d);
  }
}",2
"public class NCHOOSEK {
/**
   * Computes n choose k in an efficient way.  Works with
   * k == 0 or k == n but undefined if k < 0 or k > n
   *
   * @param n
   * @param k
   * @return fact(n) / fact(k) * fact(n-k)
   */
  public static int nchoosek(int n, int k) {
    k = Math.min(k, n - k);
    if (k == 0) {
      return 1;
    }
    int accum = n;
    for (int i = 1; i < k; i++) {
      accum *= (n - i);
      accum /= i;
    }
    return accum / k;
  }
}",3
"public class POW {
/**
   * Returns an approximation to Math.pow(a,b) that is ~27x faster
   * with a margin of error possibly around ~10%.  From
   * http://martin.ankerl.com/2007/10/04/optimized-pow-approximation-for-java-and-c-c/
   */
  public static double pow(final double a, final double b) {
    final int x = (int) (Double.doubleToLongBits(a) >> 32);
    final int y = (int) (b * (x - 1072632447) + 1072632447);
    return Double.longBitsToDouble(((long) y) << 32);
  }
}",1
"public class INTPOW {
/**
   * Exponentiation like we learned in grade school:
   * multiply b by itself e times.  Uses power of two trick.
   * e must be nonnegative!!!  no checking!!!  For e &lt;= 0,
   * the exponent is treated as 0, and 1 is returned.  0^0 also
   * returns 1.
   *
   * @param b base
   * @param e exponent
   * @return b^e
   */
  public static int intpow(int b, int e) {
    int result = 1;
    int currPow = b;
    while (e > 0) {
      if ((e & 1) != 0) { result *= currPow; }
      currPow = currPow * currPow;
      e >>= 1;
    }
    return result;
  }
}",3
"public class INTPOW {
/**
   * Exponentiation like we learned in grade school:
   * multiply b by itself e times.  Uses power of two trick.
   * e must be nonnegative!!!  no checking!!!
   *
   * @param b base
   * @param e exponent
   * @return b^e
   */
  public static float intpow(float b, int e) {
    float result = 1.0f;
    float currPow = b;
    while (e > 0) {
      if ((e & 1) != 0) { result *= currPow; }
      currPow = currPow * currPow;
      e >>= 1;
    }
    return result;
  }
}",3
"public class INTPOW {
/**
   * Exponentiation like we learned in grade school:
   * multiply b by itself e times.  Uses power of two trick.
   * e must be nonnegative!!!  no checking!!!
   * @param b base
   * @param e exponent
   * @return b^e
   */
  public static double intpow(double b, int e) {
    double result = 1.0;
    double currPow = b;
     while (e > 0) {
      if ((e & 1) != 0) { result *= currPow; }
      currPow = currPow * currPow;
      e >>= 1;
    }
    return result;
  }
}",3
"public class HYPERGEOMETRIC {
/**
   * Find a hypergeometric distribution.  This uses exact math, trying
   * fairly hard to avoid numeric overflow by interleaving
   * multiplications and divisions.
   * (To do: make it even better at avoiding overflow, by using loops
   * that will do either a multiple or divide based on the size of the
   * intermediate result.)
   *
   * @param k The number of black balls drawn
   * @param n The total number of balls
   * @param r The number of black balls
   * @param m The number of balls drawn
   * @return The hypergeometric value
   */
  public static double hypergeometric(int k, int n, int r, int m) {
    if (k < 0 || r > n || m > n || n <= 0 || m < 0 || r < 0) {
      throw new IllegalArgumentException(""Invalid hypergeometric"");
    }

    // exploit symmetry of problem
    if (m > n / 2) {
      m = n - m;
      k = r - k;
    }
    if (r > n / 2) {
      r = n - r;
      k = m - k;
    }
    if (m > r) {
      int temp = m;
      m = r;
      r = temp;
    }
    // now we have that k <= m <= r <= n/2

    if (k < (m + r) - n || k > m) {
      return 0.0;
    }

    // Do limit cases explicitly
    // It's unclear whether this is a good idea.  I put it in fearing
    // numerical errors when the numbers seemed off, but actually there
    // was a bug in the Fisher's exact routine.
    if (r == n) {
      if (k == m) {
        return 1.0;
      } else {
        return 0.0;
      }
    } else if (r == n - 1) {
      if (k == m) {
        return (n - m) / (double) n;
      } else if (k == m - 1) {
        return m / (double) n;
      } else {
        return 0.0;
      }
    } else if (m == 1) {
      if (k == 0) {
        return (n - r) / (double) n;
      } else if (k == 1) {
        return r / (double) n;
      } else {
        return 0.0;
      }
    } else if (m == 0) {
      if (k == 0) {
        return 1.0;
      } else {
        return 0.0;
      }
    } else if (k == 0) {
      double ans = 1.0;
      for (int m0 = 0; m0 < m; m0++) {
        ans *= ((n - r) - m0);
        ans /= (n - m0);
      }
      return ans;
    }

    double ans = 1.0;
    // do (n-r)x...x((n-r)-((m-k)-1))/n x...x (n-((m-k-1)))
    // leaving rest of denominator to get to multimply by (n-(m-1))
    // that's k things which goes into next loop
    for (int nr = n - r, n0 = n; nr > (n - r) - (m - k); nr--, n0--) {
      // System.out.println(""Multiplying by "" + nr);
      ans *= nr;
      // System.out.println(""Dividing by "" + n0);
      ans /= n0;
    }
    // System.out.println(""Done phase 1"");
    for (int k0 = 0; k0 < k; k0++) {
      ans *= (m - k0);
      // System.out.println(""Multiplying by "" + (m-k0));
      ans /= ((n - (m - k0)) + 1);
      // System.out.println(""Dividing by "" + ((n-(m+k0)+1)));
      ans *= (r - k0);
      // System.out.println(""Multiplying by "" + (r-k0));
      ans /= (k0 + 1);
      // System.out.println(""Dividing by "" + (k0+1));
    }
    return ans;
  }
}",26
"public class EXACTBINOMIAL {
/**
   * Find a one tailed exact binomial test probability.  Finds the chance
   * of this or a higher result
   *
   * @param k number of successes
   * @param n Number of trials
   * @param p Probability of a success
   */
  public static double exactbinomial(int k, int n, double p) {
    double total = 0.0;
    for (int m = k; m <= n; m++) {
      double nChooseM = 1.0;
      for (int r = 1; r <= m; r++) {
        nChooseM *= (n - r) + 1;
        nChooseM /= r;
      }
      // System.out.println(n + "" choose "" + m + "" is "" + nChooseM);
      // System.out.println(""prob contribution is "" +
      //	       (nChooseM * Math.pow(p, m) * Math.pow(1.0-p, n - m)));
      total += nChooseM * Math.pow(p, m) * Math.pow(1.0 - p, n - m);
    }
    return total;
  }
}",3
"public class CHISQUARE2BY2 {
/**
   * Find a 2x2 chi-square value.
   * Note: could do this more neatly using simplified formula for 2x2 case.
   *
   * @param k The number of black balls drawn
   * @param n The total number of balls
   * @param r The number of black balls
   * @param m The number of balls drawn
   * @return The Fisher's exact p-value
   */
  public static double chisquare2by2(int k, int n, int r, int m) {
    int[][] cg = {{k, r - k}, {m - k, n - (k + (r - k) + (m - k))}};
    int[] cgr = {r, n - r};
    int[] cgc = {m, n - m};
    double total = 0.0;
    for (int i = 0; i < 2; i++) {
      for (int j = 0; j < 2; j++) {
        double exp = (double) cgr[i] * cgc[j] / n;
        total += (cg[i][j] - exp) * (cg[i][j] - exp) / exp;
      }
    }
    return total;
  }
}",3
"public class SIGMOID {
/**
   * Compute the sigmoid function with mean zero.
   * Care is taken to compute an accurate answer without
   * numerical overflow. (Added by rajatr)
   *
   * @param x Point to compute sigmoid at.
   * @return Value of the sigmoid, given by 1/(1+exp(-x))
   */
  public static double sigmoid(double x) {
    if (x<0) {
      double num = Math.exp(x);
      return num / (1.0 + num);
    }
    else {
      double den = 1.0 + Math.exp(-x);
      return 1.0 / den;
    }
  }
}",2
"public class FACTORIAL {
/**
   * Uses floating point so that it can represent the really big numbers that come up.
   * @param x Argumet to take factorial of
   * @return Factorial of argument
   */
  public static double factorial(int x) {
    double result = 1.0;
    for (int i=x; i>1; i--) {
      result *= i;
    }
    return result;
  }
}",2
"public class RHO {
/**
     * Computes the position of the first set bit of the last Long.SIZE-k bits
     *
     * @return Long.SIZE-k if the last k bits are all zero
     */
    protected static byte rho(long x, int k)
    {
        return (byte)(Long.numberOfLeadingZeros( (x << k) | (1<<(k-1)) )+1);
    }
}",1
"public class LERP {
/**
         *
         * @param x0
         * @param y0
         * @param x1
         * @param y1
         * @param x
         * @return linear interpolation
         */
        protected static int lerp(int x0, int y0, int x1, int y1, int x)
        {
            return (int)Math.ceil(y0+(x-x0)*(double)(y1-y0)/(x1-x0));
        }
}",1
"public class RHO {
/**
     * Computes the position of the first set bit of the last Integer.SIZE-k bits
     *
     * @return Integer.SIZE-k if the last k bits are all zero
     */
    protected static int rho(int x, int k)
    {
        return Integer.numberOfLeadingZeros( (x << k) | (1<<(k-1)) )+1;
    }
}",1
"public class GETFALSEPOSITIVEPROBABILITY {
/**
     * Calculate the probability of a false positive given the specified
     * number of inserted elements.
     *
     * @param numberOfElements number of inserted elements.
     * @return probability of a false positive.
     */
    public static double getfalsepositiveprobability(int bucketsPerElement, int hashCount)
    {
        // (1 - e^(-k * n / m)) ^ k
        return Math.pow(1 - Math.exp(-hashCount * (1/(double)bucketsPerElement)) , hashCount);

    }
}",1
"public class ISWHITESPACE {
/**
	 * Answers true if c is a whitespace according to the JLS (&#92;u000a,
	 * &#92;u000c, &#92;u000d, &#92;u0009), otherwise false. <br>
	 * <br>
	 * For example:
	 * <ol>
	 * <li>
	 * 
	 * <pre>
	 *     c = ' '
	 *     result =&gt; true
	 * </pre>
	 * 
	 * </li>
	 * <li>
	 * 
	 * <pre>
	 *     c = ' \u3000'
	 *     result =&gt; false
	 * </pre>
	 * 
	 * </li>
	 * </ol>
	 * 
	 * @param c
	 *            the character to check
	 * @return true if c is a whitespace according to the JLS, otherwise false.
	 */
	public static boolean iswhitespace(char c) {
		switch (c) {
		case 10: /* \ u000a: LINE FEED */
		case 12: /* \ u000c: FORM FEED */
		case 13: /* \ u000d: CARRIAGE RETURN */
		case 32: /* \ u0020: SPACE */
		case 9: /* \ u0009: HORIZONTAL TABULATION */
			return true;
		default:
			return false;
		}
	}
}",2
"public class COMBINEHASHCODES {
/**
	 * Combines two hash codes to make a new one.
	 */
	public static int combinehashcodes(int hashCode1, int hashCode2)
	{
		return hashCode1 * 17 + hashCode2;
	}
}",1
"public class ISLINEDELIMITERCHAR {
/**
	 * Returns <code>true</code> if the given character is a line delimiter
	 * character.
	 * 
	 * @param ch
	 *            the given character
	 * @return Returns <code>true</code> if this the character is a line
	 *         delimiter character, <code>false</code> otherwise
	 */
	public static boolean islinedelimiterchar(char ch) {
		return ch == '\n' || ch == '\r';
	}
}",2
"public class COMBINEHASHCODES {
/**
	 * Combines two hash codes to make a new one.
	 */
	public static int combinehashcodes(int hashCode1, int hashCode2) {
		return hashCode1 * 17 + hashCode2;
	}
}",1
"public class ISDERIVED {
/**
	 * @see org.eclipse.core.resources.IResource#isDerived(int)
	 */
	public boolean isderived(int options)
	{
		return false;
	}
}",1
"public class ROUNDUP {
/**
	 * simple roundup method
	 * @param inVal
	 * @return
	 */
	private int roundUp(double inVal) {
		double fraction;
		double retVal;

		fraction = inVal % 1;
		retVal = inVal - fraction;

		if (fraction > 0) {
			retVal++;
		}
		return (int) retVal;
	}
}",2
